High_RNN,Low_RNN,Open_RNN,Close_RNN
272.6694,267.8988,268.61514,270.85843
218.79082,214.7342,215.41318,217.24669
188.79193,185.13286,185.79103,187.3964
195.69402,191.94347,192.60643,194.26428
192.45367,188.74608,189.4068,191.04
256.06985,251.51924,252.22404,254.3411
219.36156,215.29738,215.97676,217.8146
225.54308,221.39697,222.08063,223.9655
192.60854,188.8989,189.55972,191.19409
230.75917,226.54396,227.23122,229.15576
211.86044,207.89566,208.56984,210.35065
241.31522,236.96011,237.6547,239.65953
220.41368,216.33556,217.01566,218.86151
194.80356,191.06482,191.72717,193.37825
218.5914,214.53743,215.21626,217.04826
220.92236,216.83751,217.51796,219.36769
217.64537,213.60393,214.2821,216.10692
202.85765,199.01218,199.6801,201.39244
222.5086,218.40273,219.08427,220.94608
197.84686,194.0678,194.73225,196.40648
215.35478,211.3437,212.0203,213.82768
213.63814,209.64981,210.32521,212.11954
208.87619,204.95096,205.62306,207.38118
211.5801,207.61903,208.293,210.07169
208.04785,204.13359,204.80511,206.55693
172.08215,168.64452,169.29112,170.76938
119.72243,116.97865,117.58897,118.66899
367.82553,361.7939,362.5762,365.5432
256.0662,251.51561,252.22041,254.33745
244.31612,239.92125,240.61792,242.64557
222.70819,218.59967,219.28136,221.14467
211.04364,207.08969,207.76329,209.53789
225.84282,221.69276,222.37662,224.26378
198.57405,194.78535,195.45032,197.13007
218.04523,213.99849,214.67696,216.50479
201.01404,197.193,197.85965,199.55797
214.96019,210.95435,211.63066,213.43504
217.79144,213.74808,214.42636,216.25227
185.29318,181.68047,182.33623,183.91496
220.7333,216.65096,217.33127,219.17957
216.15514,212.13345,212.8106,214.62407
203.26512,199.41425,200.08246,201.7979
228.22255,224.04094,224.72646,226.63171
215.33098,211.3202,211.99678,213.80399
214.07146,210.07738,210.75308,212.5507
219.43605,215.3709,216.05031,217.88873
216.48119,212.45518,213.13255,214.9485
211.14082,207.18558,207.85925,209.63458
192.96329,189.24893,189.91002,191.54709
199.89099,196.08482,196.7507,198.44048
209.6692,205.73346,206.40611,208.17026
208.41722,204.49808,205.16986,206.92448
212.38461,208.41289,209.08742,210.87221
218.35101,214.30022,214.9789,216.80907
204.27747,200.41318,201.08209,202.80522
218.97322,214.9142,215.59329,217.4282
202.6231,198.78073,199.4485,201.15904
217.3212,213.28406,213.962,215.78435
216.76634,212.73656,213.41412,215.23224
204.98798,201.11427,201.78368,203.5122
210.12428,206.18251,206.85547,208.62308
223.71068,219.58887,220.27126,222.1422
224.42291,220.29166,220.97453,222.85089
223.7036,219.58188,220.26425,222.13513
212.73532,208.75896,209.43373,211.22119
220.97264,216.88712,217.5676,219.41771
215.05737,211.05023,211.72662,213.53174
197.3118,193.53983,194.2039,195.87405
217.78127,213.73802,214.41629,216.24213
213.73697,209.74733,210.42279,212.21786
215.25381,211.24408,211.9206,213.7272
228.66536,224.47789,225.1637,227.07233
227.05426,222.88814,223.57285,225.46921
206.7081,202.8116,203.48221,205.22382
215.68217,211.66675,212.34357,214.15344
226.80739,222.64455,223.32907,225.22356
204.28955,200.4251,201.09402,202.81725
220.24524,216.16936,216.84933,218.69392
220.43114,216.35278,217.0329,218.87889
220.31248,216.2357,216.91574,218.76083
218.79637,214.73969,215.41867,217.25223
219.99606,215.92348,216.60329,218.44597
220.45602,216.37735,217.05746,218.90366
187.09908,183.46243,184.11945,185.71191
229.66798,225.46724,226.15375,228.06999
204.23297,200.36926,201.03815,202.76094
224.28333,220.15392,220.8367,222.71199
225.17941,221.03813,221.72154,223.60364
183.40114,179.8135,180.46794,182.0323
184.25505,180.6561,181.31113,182.88197
310.35052,305.08057,305.823,308.3529
226.79214,222.6295,223.31401,225.20839
224.72401,220.58878,221.27187,223.1505
219.30681,215.24335,215.92268,217.76012
230.63736,226.42377,227.11095,229.03456
229.58107,225.38147,226.06792,227.9835
230.94347,226.72581,227.41321,229.33916
225.85548,221.70526,222.38913,224.27637
229.05669,224.86403,225.55011,227.46172
223.56032,219.4405,220.12279,221.99258
228.18146,224.0004,224.68588,226.59082
218.36974,214.3187,214.99738,216.8277
224.12108,219.99382,220.6765,222.55055
216.83455,212.80386,213.48148,215.30013
235.6628,231.3826,232.07327,234.03511
234.94809,230.67735,231.36752,233.32393
224.58647,220.45305,221.13603,223.01364
238.4361,234.11916,234.81174,236.79468
238.08458,233.7723,234.46463,236.4449
215.62817,211.61346,212.29025,214.09972
234.50589,230.24103,230.9309,232.88393
238.25061,233.93613,234.62857,236.6101
238.69182,234.37148,235.06424,237.04912
211.11893,207.16397,207.83763,209.6128
240.40642,236.06335,236.75731,238.75523
229.79291,225.5905,226.2771,228.19429
238.31651,234.00116,234.69366,236.67569
212.30336,208.3327,209.00719,210.79137
245.82896,241.41405,242.11177,244.15092
255.70934,251.16348,251.86804,253.98235
244.41179,240.01566,240.71239,242.74077
244.14977,239.75711,240.45364,242.48004
225.97163,221.81985,222.5038,224.39194
245.22206,240.81519,241.51248,243.54703
244.86888,240.46669,241.16373,243.19559
249.73344,245.26678,245.9672,248.03606
244.95793,240.55455,241.25166,243.2842
248.98465,244.52792,245.22781,247.29099
220.12668,216.05235,216.73225,218.57593
274.76456,269.9662,270.68396,272.9432
232.09991,227.86693,228.55511,230.48987
251.39322,246.90457,247.60612,249.68762
250.96304,246.48009,247.18135,249.25957
256.1094,251.55827,252.2631,254.38046
257.50497,252.93533,253.64113,255.7691
256.2919,251.73836,252.44331,254.56206
248.41922,243.96997,244.66948,246.72835
260.65472,256.04333,256.7513,258.90326
257.25137,252.6851,253.39073,255.51678
254.19345,249.6677,250.3712,252.47398
226.84299,222.67967,223.36423,225.25899
243.34297,238.961,239.657,241.67725
248.5902,244.13869,244.8383,246.89847
246.2472,241.82674,242.52473,244.56708
236.70206,232.40808,233.09947,235.06921
248.787,244.33289,245.03265,247.09431
229.30055,225.10468,225.79092,227.70438
207.80518,203.89413,204.5655,206.31546
233.48618,229.23482,229.92398,231.86926
233.73718,229.4825,230.17183,232.11902
238.2945,233.97942,234.6719,236.65376
235.81067,231.5285,232.21927,234.18224
198.94203,195.14845,195.81366,197.49622
194.9565,191.21573,191.87819,193.53043
302.5556,297.38895,298.12598,300.59656
238.29071,233.97568,234.66817,236.65
242.33635,237.96771,238.66301,240.67561
242.62445,238.252,238.9475,240.96228
231.29144,227.06917,227.7568,229.6854
225.95607,221.80449,222.48843,224.37645
236.29933,232.01071,232.70181,234.6685
238.39433,234.07793,234.7705,236.75311
238.08896,233.77661,234.46896,236.44925
231.07625,226.85683,227.54431,229.47127
231.62877,227.40202,228.08989,230.02106
233.00159,228.75667,229.44548,231.38708
223.80374,219.6807,220.36314,222.23479
241.85327,237.49104,238.18599,240.19492
240.92664,236.57669,237.271,239.27287
241.6678,237.30803,238.00285,240.01036
242.77388,238.39944,239.09503,241.11096
215.45316,211.44078,212.11743,213.92557
241.57906,237.22046,237.91522,239.92206
246.24394,241.82353,242.52153,244.56384
219.10544,215.04466,215.72385,217.55975
245.97379,241.55695,242.25476,244.29503
246.43562,242.01266,242.7108,244.75458
244.78647,240.38538,241.08235,243.11359
244.57394,240.17566,240.8725,242.90211
232.51814,228.27962,228.96811,230.90604
241.30426,236.94931,237.64388,239.64864
219.53714,215.47063,216.15012,217.98932
232.50919,228.27078,228.95926,230.89711
243.8545,239.46574,240.1621,242.18623
243.5006,239.11653,239.81264,241.83409
242.6114,238.23912,238.9346,240.9493
246.96635,242.53638,243.23486,245.28268
215.6567,211.6416,212.3184,214.12808
