High_RNN,Low_RNN,Open_RNN,Close_RNN
0.6309813,0.6296883,0.6301768,0.62730736
0.35499147,0.35706672,0.3563368,0.35436428
0.35864383,0.36097887,0.3599196,0.35807008
0.40110385,0.40277955,0.4021069,0.40016207
0.4024879,0.40522864,0.40392244,0.40204278
0.46020606,0.46400768,0.4616281,0.4605124
0.41594654,0.4188317,0.41719806,0.4149366
0.37043092,0.37146166,0.37107086,0.36888054
0.43829557,0.4411619,0.43967327,0.4373599
0.427851,0.43078995,0.429378,0.42730954
1.0,1.0,1.0,1.0
0.084236145,0.085934184,0.080068015,0.07522257
0.28616,0.28839952,0.2852301,0.28163004
0.42527515,0.42818674,0.42631382,0.4241559
0.50197977,0.50453204,0.50334555,0.5004873
0.33883327,0.34133258,0.33997932,0.3378488
0.038963843,0.039173968,0.038639456,0.035779227
0.34723273,0.34957302,0.3482122,0.34605712
0.46289378,0.4666096,0.46427852,0.4630493
0.32843408,0.33063394,0.32975936,0.3273985
0.34107813,0.34335494,0.34245926,0.34012976
0.3554632,0.35771328,0.35677996,0.3545028
0.36550686,0.36782256,0.36694208,0.3646557
0.40648335,0.4086156,0.4077603,0.40545598
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.4909559,0.4958079,0.47963807,0.47236037
0.4542995,0.45893788,0.44804823,0.442862
0.39506683,0.39860025,0.39376763,0.39114073
0.45911324,0.46269837,0.4547668,0.44996753
0.37725538,0.3806242,0.37808427,0.37639618
0.3802247,0.38349956,0.38113415,0.3794583
0.6446303,0.60501957,0.6113424,0.6014777
0.36381093,0.36683702,0.36351967,0.36123225
0.38377756,0.38706636,0.384797,0.38314968
0.43934557,0.44291073,0.44013008,0.4383421
0.4359643,0.43916818,0.43710667,0.4351143
0.4235925,0.4262459,0.4247792,0.42287892
0.48174182,0.4846528,0.4830389,0.4809534
1.0,1.0,1.0,1.0
0.6811246,0.6813198,0.6807406,0.67828
0.6524729,0.654404,0.65292513,0.6503708
0.64393115,0.6456467,0.6443336,0.6417397
0.6384376,0.63986117,0.6387391,0.6361215
0.63273495,0.6340059,0.6329837,0.63036513
0.62567586,0.6265861,0.6258027,0.6231598
0.6490515,0.64977777,0.6490698,0.6464939
0.663166,0.66443497,0.66340554,0.6609101
0.6439706,0.64550567,0.64439315,0.6418734
0.9999832,0.9999793,0.9999925,0.99999493
0.6947008,0.62119097,0.7533156,0.80095243
0.3973934,0.40046045,0.3987026,0.39693505
0.586264,0.5920447,0.5678872,0.55644107
0.4010764,0.40453166,0.40000272,0.39713758
0.4120891,0.41534552,0.41268957,0.41048658
0.40086076,0.40407202,0.40166062,0.39984974
0.43567082,0.43849137,0.43688276,0.4349329
0.46486202,0.4677614,0.466257,0.46404615
0.47800443,0.48051023,0.47925535,0.47700015
0.45089188,0.45377856,0.45236322,0.4501017
