Pred_high,Pred_low,Actual_high,Actual_low
318.88113,312.186,313.20001220703125,303.4700012207031
1803.562,1770.0409,1713.75,1700.1199951171875
374.02484,366.33484,365.0,359.3500061035156
200.31895,195.76584,183.5,178.0399932861328
2006.4956,1969.3087,1955.0,1900.3399658203125
215.83383,211.00095,192.8999938964844,189.0399932861328
252.32437,246.83154,270.8500061035156,264.25
788.45245,773.2727,769.8900146484375,759.0499877929688
337.97748,330.9371,326.5199890136719,323.2699890136719
1869.5247,1834.8121,1867.780029296875,1835.5400390625
2158.3157,2118.3853,2444.97998046875,2386.050048828125
2025.8123,1988.2758,2013.3900146484373,1965.77001953125
126.07012,122.86108,118.87000274658205,115.5199966430664
1518.285,1489.9185,1469.989990234375,1415.02001953125
133.28654,129.94545,148.97999572753906,146.5
335.68607,328.687,328.6499938964844,322.1300048828125
122.07692,118.940704,197.8000030517578,182.75
364.0491,356.53745,387.8500061035156,376.5400085449219
1049.2294,1029.3381,1008.4400024414062,992.4000244140624
1850.5475,1816.1783,1848.0,1828.81005859375
1859.2684,1824.7415,1834.8399658203125,1810.06005859375
458.86322,449.6385,444.7200012207031,439.0
1895.3466,1860.1674,1870.8199462890625,1859.47998046875
327.79163,320.93524,306.5299987792969,302.0199890136719
795.5671,780.2577,767.739990234375,757.6400146484375
1542.0262,1513.2311,1556.989990234375,1499.25
245.61859,240.24702,235.94000244140625,227.9499969482422
235.64784,230.45625,226.8699951171875,222.2899932861328
346.224,339.0343,322.7300109863281,318.5
167.90573,163.93863,178.11000061035156,173.8000030517578
388.20364,380.2557,371.3999938964844,365.6499938964844
206.2521,201.59186,226.38999938964844,221.4499969482422
244.96046,239.5914,284.20001220703125,267.1099853515625
635.39746,622.98315,602.3900146484375,587.5
2025.8469,1988.3094,1872.8699951171875,1850.6099853515625
809.29834,793.74207,833.5,816.3800048828125
728.00696,713.9195,721.3099975585938,710.8099975585938
203.49287,198.88216,220.19000244140625,214.22000122070312
339.39215,332.3264,324.1300048828125,319.6000061035156
416.21423,407.76013,362.75,357.20001220703125
1980.9481,1944.2229,1894.27001953125,1860.0
314.5438,307.92694,312.739990234375,302.9100036621094
202.17154,197.58487,227.8999938964844,218.4100036621093
219.82742,214.92174,184.3699951171875,177.0
1981.9005,1945.1573,1956.8199462890625,1887.4100341796875
2237.3088,2195.952,2373.5,2306.0
229.59741,224.51541,221.7400054931641,215.33999633789065
536.94507,526.30994,515.8400268554688,502.5700073242188
1980.0784,1943.3684,1990.010009765625,1943.47998046875
279.86652,273.87622,266.6000061035156,261.0400085449219
758.2008,743.5684,749.3599853515625,742.7899780273438
1980.5607,1943.842,1932.22998046875,1890.5400390625
1988.6501,1951.7858,1951.0,1898.0
273.4036,267.52972,271.6600036621094,265.0199890136719
229.54837,224.46759,218.6699981689453,215.7100067138672
272.15442,266.30313,252.92999267578125,245.77999877929688
2015.4056,1978.058,1993.02001953125,1944.010009765625
380.41003,372.60297,233.83999633789065,223.0500030517578
1834.4003,1800.3223,1809.5,1756.0
1573.5178,1544.1534,1520.760009765625,1487.0
807.90643,792.3763,780.3499755859375,765.1099853515625
208.48746,203.78665,240.5200042724609,231.8099975585937
236.67793,231.46785,229.52999877929688,227.58999633789065
198.62448,194.1019,222.3500061035156,214.25
650.9189,638.22406,626.97998046875,616.25
128.3346,125.08444,122.87000274658205,119.68000030517578
338.12622,331.08475,320.67999267578125,311.8599853515625
332.54297,325.60165,305.7200012207031,301.5
200.17514,195.62459,185.1699981689453,181.759994506836
1788.8746,1755.6206,1755.5999755859375,1728.4100341796875
347.65903,340.44446,343.2699890136719,337.54998779296875
374.91367,367.20602,407.7999877929688,401.6000061035156
1886.3439,1851.3275,1836.56005859375,1786.0
198.71753,194.19318,205.1999969482422,200.5
254.42209,248.89137,257.6000061035156,254.259994506836
181.92166,177.69456,177.5500030517578,174.77000427246094
291.0039,284.81247,273.1600036621094,265.0
209.89597,205.16974,246.7100067138672,240.6699981689453
390.09705,382.1149,372.7300109863281,363.8999938964844
339.8017,332.72733,328.1499938964844,321.739990234375
394.01724,385.96448,399.2900085449219,389.4100036621094
551.50854,540.61005,538.739990234375,527.1199951171875
760.3569,745.68475,741.5999755859375,728.719970703125
1306.6963,1282.1532,1253.0799560546875,1232.030029296875
1608.5422,1578.545,1657.4300537109375,1612.0
247.93933,242.52577,243.47999572753903,239.0200042724609
284.3494,278.278,259.5,256.9599914550781
1022.2171,1002.81384,1019.0499877929688,987.02001953125
199.14185,194.60979,218.32000732421875,213.25
112.21284,109.258835,125.19000244140624,118.5
800.41406,785.01825,816.02001953125,806.260009765625
788.6953,773.5114,762.489990234375,756.8900146484375
392.08954,384.07135,373.1700134277344,366.5700073242188
1776.6232,1743.589,1711.949951171875,1660.0
641.0377,628.5215,676.489990234375,656.0
1592.2161,1562.5135,1574.800048828125,1546.02001953125
171.37756,167.34732,163.5399932861328,160.58999633789062
410.5874,402.23563,430.3999938964844,424.2999877929688
1842.2924,1808.0714,1730.8199462890625,1680.8900146484375
115.714355,112.69466,132.60000610351562,126.16999816894533
237.70721,232.47673,236.3000030517578,231.6100006103516
1972.5656,1935.99,1841.0,1815.3399658203125
277.9326,271.97693,263.25,256.6000061035156
1915.3577,1879.8168,1830.0,1807.530029296875
162.27359,158.40794,182.3000030517578,179.50999450683594
1868.671,1833.9738,1834.260009765625,1798.1099853515625
211.71126,206.95262,189.47000122070312,183.6499938964844
158.34045,154.5457,123.52999877929688,120.29000091552734
697.8871,684.3437,716.5999755859375,711.0999755859375
1028.5201,1009.0027,1010.25,1002.0
644.68445,632.1025,624.3800048828125,615.0700073242188
448.58228,439.54388,428.0499877929688,422.6400146484375
350.31775,343.0545,342.5,337.1600036621094
173.06703,169.00623,193.2100067138672,187.6199951171875
1899.2157,1863.9664,1886.199951171875,1864.5
190.07204,185.70378,164.99000549316406,162.83999633789062
1649.95,1619.2037,1683.47998046875,1661.6099853515625
131.5865,128.27643,128.1999969482422,122.18000030517578
924.9234,907.278,909.989990234375,903.8200073242188
1947.6188,1911.4954,1909.8900146484373,1883.47998046875
630.5007,618.17505,576.8900146484375,563.0499877929688
248.5847,243.15952,247.6100006103516,244.58999633789065
1603.2311,1573.3297,1550.0,1515.0
205.40564,200.76038,215.6499938964844,211.1199951171875
127.36929,124.13658,129.97999572753906,126.79000091552734
209.6871,204.96483,195.5,187.3000030517578
831.7799,815.8175,823.260009765625,815.02001953125
1026.9764,1007.4876,981.0,972.760009765625
352.35587,345.05728,334.0899963378906,326.7099914550781
810.41187,794.8354,841.2899780273438,828.3499755859375
444.31735,435.35556,444.989990234375,433.239990234375
1912.432,1876.9443,1929.68994140625,1898.1600341796875
342.88272,335.7539,361.7099914550781,356.7200012207031
331.8277,324.90002,328.3999938964844,324.0199890136719
1631.8995,1601.4802,1679.469970703125,1619.5999755859375
448.68668,439.6461,464.7000122070313,460.2000122070313
2094.7263,2055.9458,2053.0,2017.6600341796875
671.1695,658.1089,699.4000244140625,689.5599975585938
653.3957,640.656,685.5,662.030029296875
2051.374,2013.3759,2055.719970703125,2002.27001953125
1852.8472,1818.4358,1752.0,1715.25
245.08908,239.72742,243.3500061035156,240.47000122070312
1022.13586,1002.73395,1008.47998046875,995.6699829101562
284.70074,278.62283,259.42999267578125,254.5
162.2774,158.41092,183.1100006103516,176.58999633789062
1050.8905,1030.9691,1009.5700073242188,1001.0399780273438
1007.4063,988.2704,1014.75,1003.8099975585938
208.0854,203.39189,230.9199981689453,222.9199981689453
202.26122,197.6728,216.8300018310547,212.13999938964844
182.6661,178.43219,172.75,169.50999450683594
380.27777,372.473,385.989990234375,379.7900085449219
212.82361,208.0446,185.4499969482422,184.1100006103516
251.80869,246.32523,232.5,227.4499969482422
625.32513,613.0944,664.8800048828125,646.3699951171875
959.25916,940.9939,946.0,935.9000244140624
288.42883,282.2834,269.04998779296875,264.5599975585937
348.73334,341.49887,346.6700134277344,341.3399963378906
1856.3611,1821.8861,1763.5,1740.0
267.35968,261.5954,261.8999938964844,257.489990234375
135.02948,131.65677,148.22999572753906,145.16000366210938
373.00165,365.3284,391.3599853515625,386.5
1864.4775,1829.8553,1830.6300048828125,1780.9200439453125
1770.9749,1738.043,1727.0,1705.0
809.0399,793.4882,800.8400268554688,776.7100219726562
287.93085,281.79453,270.5,264.2099914550781
138.5573,135.12082,124.97000122070312,117.5199966430664
540.5948,529.89404,511.4800109863281,490.5
1906.365,1870.9866,1975.199951171875,1937.3499755859373
450.56116,441.48648,431.3500061035156,424.75
1685.6986,1654.3071,1656.3800048828125,1637.1099853515625
904.92896,887.6448,904.0900268554688,895.25
266.2668,260.52197,147.72999572753906,142.89999389648438
1889.0002,1853.9359,1888.0,1855.550048828125
419.81003,411.2914,433.25,426.7099914550781
564.4245,553.2928,545.9099731445312,536.0
277.27435,271.33112,268.92999267578125,262.79998779296875
787.2038,772.04694,767.0,761.02001953125
1589.5594,1559.9052,1576.1300048828125,1505.010009765625
143.7543,140.22377,131.0,126.76000213623048
231.75923,226.63832,190.0399932861328,186.8699951171875
1984.723,1947.9288,1927.699951171875,1909.280029296875
219.16306,214.26955,184.32000732421875,181.13999938964844
382.0772,374.23984,380.5,370.2900085449219
1013.90155,994.6493,956.0,936.3300170898438
218.63806,213.7536,223.0,215.2100067138672
569.5309,558.3066,550.8200073242188,539.7999877929688
1874.978,1840.1669,1829.4100341796875,1800.0999755859375
335.4882,328.49265,375.4500122070313,357.760009765625
206.53099,201.86562,189.8500061035156,185.17999267578125
1716.0812,1684.1407,1669.75,1620.510009765625
324.60135,317.8027,308.5400085449219,303.010009765625
1922.1628,1886.4988,1943.6400146484373,1910.550048828125
1986.9164,1950.0829,1956.0,1896.5699462890625
1848.3604,1814.03,1808.949951171875,1742.530029296875
1667.4794,1636.417,1625.5400390625,1592.9100341796875
206.77542,202.10548,197.0,193.0
1408.7307,1382.344,1498.0,1414.0
657.60376,644.7879,686.97998046875,671.4099731445312
618.6201,606.5092,562.3300170898438,546.0900268554688
1902.8966,1867.5807,1897.75,1874.4100341796875
201.66699,197.088,227.4499969482422,217.6600036621093
1737.8308,1705.498,1623.9100341796875,1565.0899658203125
316.91888,310.25986,301.0,297.2200012207031
240.51135,235.23189,179.6699981689453,174.2100067138672
1866.8767,1832.2117,1826.0,1812.6099853515625
313.69513,307.0936,238.6999969482422,230.5
385.15234,377.25943,452.6499938964844,439.0
378.15665,370.39008,381.7699890136719,374.9400024414063
329.9651,323.07095,299.739990234375,292.3599853515625
1532.8505,1504.2206,1455.9000244140625,1386.1700439453125
251.0642,245.594,233.82000732421875,229.5
887.7845,870.8101,855.6900024414062,851.7100219726562
674.30164,661.1845,707.239990234375,700.0
1711.9197,1680.0546,1540.989990234375,1476.3599853515625
183.88757,179.6317,186.47000122070312,182.259994506836
400.84866,392.67215,387.80999755859375,381.2099914550781
614.4787,602.4422,584.6199951171875,565.2999877929688
323.90634,317.1218,304.25,300.1700134277344
794.11755,778.83563,777.0,764.0
1590.7712,1561.0955,1584.530029296875,1483.1800537109375
281.8451,275.8186,270.1099853515625,264.5
295.99622,289.7141,307.54998779296875,298.5
845.4466,829.23706,842.8099975585938,832.8200073242188
2262.6963,2220.8804,2420.429931640625,2382.0
1028.6118,1009.09314,1031.5899658203125,1022.5
112.704735,109.739876,136.50999450683594,131.17999267578125
449.66312,440.60455,427.9700012207031,422.6700134277344
305.59207,299.13846,326.7699890136719,314.3599853515625
352.16568,344.8704,337.79998779296875,333.7699890136719
312.02332,305.452,335.75,325.0
284.34625,278.27478,316.489990234375,302.7099914550781
1886.0436,1851.033,1759.449951171875,1626.030029296875
320.7325,314.00366,315.3099975585937,311.0599975585937
1925.6294,1889.9033,1879.0,1846.0
176.24306,172.12498,234.75,222.3999938964844
1867.1897,1832.5193,1792.989990234375,1774.06005859375
1257.8455,1234.1849,1205.489990234375,1188.300048828125
1021.40063,1002.01184,986.4600219726562,973.219970703125
1559.7505,1530.6348,1578.93994140625,1559.0799560546875
793.86206,778.58466,766.5,757.989990234375
809.3227,793.7602,816.0,803.4400024414062
197.94217,193.43188,194.9199981689453,191.3500061035156
1021.0808,1001.698,1016.5,1001.25
219.85066,214.94463,220.1999969482422,214.0
170.27817,166.26793,227.1999969482422,219.6199951171875
319.73984,313.02893,309.20001220703125,302.7200012207031
1800.5835,1767.1162,1715.27001953125,1691.6700439453125
409.6649,401.3291,387.1199951171875,381.3200073242188
178.51091,174.35204,193.57000732421875,186.1000061035156
1728.9305,1696.7583,1624.8199462890625,1546.510009765625
627.32654,615.0581,676.8400268554688,664.1300048828125
314.427,307.81213,291.04998779296875,285.6199951171875
225.08395,220.08301,194.5500030517578,189.75
391.72052,383.70932,379.30999755859375,374.0299987792969
176.8011,172.67279,181.47000122070312,176.57000732421875
361.01547,353.55884,386.6499938964844,381.3699951171875
137.17957,133.76788,145.6199951171875,143.55999755859375
1580.6644,1551.1709,1567.550048828125,1523.010009765625
1164.2579,1142.2882,1155.8900146484375,1136.0799560546875
634.0976,621.7069,604.0599975585938,592.3099975585938
1620.1553,1589.9489,1649.6300048828125,1613.5
800.6476,785.24915,805.9299926757812,797.1500244140625
423.75455,415.16544,425.6400146484375,416.0
1015.48834,996.20667,970.3900146484376,951.3800048828124
796.9941,781.66,772.0999755859375,766.1900024414062
1012.0153,992.7964,961.2000122070312,945.4600219726562
612.8105,600.80426,571.3499755859375,554.739990234375
1170.7648,1148.677,1133.4200439453125,1122.550048828125
314.24167,307.62997,289.8699951171875,284.79998779296875
556.93896,545.9421,539.489990234375,533.0
348.8663,341.62888,346.2900085449219,334.0599975585937
1009.44885,990.2763,990.6799926757812,969.2100219726562
1977.2391,1940.5801,1944.9599609375,1893.0
210.84546,206.10216,194.0399932861328,183.5800018310547
830.45215,814.51373,838.2999877929688,822.2100219726562
1917.513,1881.9331,1795.5899658203125,1772.699951171875
308.22925,301.7259,298.510009765625,289.2799987792969
353.95584,346.62653,295.8800048828125,287.2300109863281
119.23594,116.15189,131.17999267578125,123.76000213623048
1528.9733,1500.4138,1447.0,1427.47998046875
1008.2843,989.1327,1000.1199951171876,982.1599731445312
434.6615,425.8745,427.1000061035156,418.3599853515625
1571.3851,1542.0592,1529.4200439453125,1478.5
234.9422,229.76508,226.0,223.4499969482422
345.05573,337.88904,328.5400085449219,321.3999938964844
286.00858,279.9071,286.5799865722656,280.5899963378906
1762.2949,1729.5195,1701.5699462890625,1663.3399658203125
1100.4387,1079.622,1110.5400390625,1101.1199951171875
166.82492,162.87682,168.80999755859375,164.6199951171875
291.3426,285.1445,282.4700012207031,275.239990234375
203.58302,198.97118,182.8800048828125,179.8000030517578
832.6921,816.713,843.0,828.5499877929688
1872.0771,1837.3182,1798.0,1762.1800537109375
1838.6683,1804.5132,1766.8900146484375,1745.6099853515625
223.16722,218.2011,193.47999572753903,189.8000030517578
386.0538,378.1448,391.8800048828125,386.1499938964844
421.3122,412.76776,434.239990234375,426.0299987792969
124.25456,121.07887,136.0,131.17999267578125
