Pred_high,Pred_low,Actual_high,Actual_low
1027.8013,1008.2971,959.0,941.1400146484376
777.72064,762.73486,758.8900146484375,752.25
1768.9535,1736.0582,1670.449951171875,1598.43994140625
192.49825,188.08617,160.85000610351562,157.5500030517578
1437.7108,1410.8,1468.93994140625,1436.8399658203125
804.5283,789.05475,813.510009765625,807.3200073242188
261.15,255.49774,136.99000549316406,133.75999450683594
203.73013,199.11526,197.259994506836,192.0500030517578
1407.9497,1381.5769,1439.25,1392.0
631.1994,618.8611,662.260009765625,652.0
862.1972,845.6853,852.5,839.6699829101562
2212.9417,2172.0242,2428.31005859375,2279.659912109375
1949.9902,1913.8239,1929.8199462890625,1914.6600341796875
1793.4546,1760.1165,1741.8900146484375,1722.0
244.34561,238.99696,247.5,243.1199951171875
2488.9155,2443.0117,2436.969970703125,2378.22998046875
170.73148,166.7127,172.0,167.36000061035156
1408.6307,1382.2452,1431.3900146484375,1400.43994140625
242.45915,237.14441,253.47999572753903,246.6499938964844
1692.4473,1660.9344,1665.739990234375,1495.0
240.72241,235.43922,238.0,233.25
310.95126,304.39896,314.6300048828125,307.3800048828125
654.0012,641.2503,682.5,670.6500244140625
283.9273,277.86368,267.0,260.6300048828125
596.2219,584.5154,516.75,501.489990234375
340.79727,333.70648,349.3800048828125,343.5799865722656
1880.4097,1845.5006,1851.68994140625,1797.3800048828125
186.41927,182.1173,187.4100036621093,185.25
273.48328,267.60815,266.8900146484375,261.1099853515625
385.52145,377.62195,385.8999938964844,379.4800109863281
192.77802,188.3612,191.0,186.2100067138672
345.05228,337.88565,327.6000061035156,321.25
113.02579,110.05531,117.4800033569336,114.06999969482422
794.3701,779.085,768.239990234375,757.25
232.91609,227.77438,224.7400054931641,220.83999633789065
344.7061,337.54395,332.17999267578125,322.5
669.4852,656.4549,722.4500122070312,711.510009765625
1019.1764,999.8279,1004.4500122070312,996.8900146484376
1892.1764,1857.0543,1842.0,1815.5799560546875
654.47485,641.7156,646.9099731445312,627.6500244140625
1022.0614,1002.6608,999.5,984.5900268554688
403.12286,394.90536,387.4500122070313,383.5499877929688
196.1766,191.69826,188.2700042724609,181.1199951171875
167.02722,163.07558,112.68000030517578,108.11000061035156
1941.1354,1905.1287,1935.7099609375,1906.949951171875
92.46124,89.86719,120.87000274658205,118.0199966430664
319.26257,312.56042,310.79998779296875,305.54998779296875
606.3875,594.49695,524.4500122070312,511.6600036621094
336.18237,329.17438,338.8999938964844,325.9800109863281
1669.13,1638.0378,1701.050048828125,1609.8499755859375
1864.7806,1830.154,1853.0899658203125,1831.780029296875
342.91257,335.78317,322.0,316.6700134277344
318.33014,311.64462,309.5,303.8399963378906
335.22858,328.2377,328.6600036621094,319.760009765625
282.19846,276.16602,275.8399963378906,269.7900085449219
201.77473,197.19499,206.6699981689453,202.5500030517578
1196.9517,1174.3912,1194.800048828125,1145.18994140625
162.66719,158.79443,186.8500061035156,181.0
176.96489,172.83365,111.29000091552734,108.55999755859376
631.2072,618.8686,602.25,569.8800048828125
313.1146,306.52325,303.5,296.5
343.52438,336.38373,171.44000244140625,167.41000366210938
161.37915,157.52968,174.5500030517578,166.97000122070312
665.3746,652.4184,714.469970703125,693.9099731445312
536.37286,525.7494,519.4099731445312,509.0700073242188
288.828,282.67526,261.4800109863281,256.2799987792969
199.20651,194.67342,205.2899932861328,201.5599975585937
653.9558,641.20605,658.5900268554688,635.27001953125
318.32248,311.63715,317.2099914550781,313.3500061035156
350.42325,343.15958,337.1600036621094,334.0199890136719
331.243,324.3243,332.760009765625,325.57000732421875
1873.0994,1838.3221,1935.3699951171875,1910.0
203.71445,199.09991,230.2400054931641,221.3999938964844
365.00497,357.47656,389.4200134277344,383.7999877929688
722.7323,708.74005,729.4199829101562,721.5999755859375
221.19705,216.26671,197.67999267578125,192.3600006103516
1546.2963,1517.424,1606.43994140625,1590.8900146484375
353.831,346.50412,313.0,305.8999938964844
1851.7177,1817.327,1880.050048828125,1806.530029296875
352.89798,345.58844,377.7900085449219,373.1799926757813
1873.5159,1838.7311,1846.5400390625,1818.0
718.43884,704.5241,718.0,705.2999877929688
152.5387,148.84879,141.3699951171875,139.25999450683594
226.56319,221.53142,275.4599914550781,258.3500061035156
337.71243,330.67688,329.9800109863281,322.6499938964844
655.45026,642.6734,676.9500122070312,656.010009765625
392.46262,384.43787,324.94000244140625,313.1300048828125
171.3174,167.28821,181.67999267578125,175.13999938964844
161.40915,157.55899,186.0,181.2100067138672
257.28952,251.70724,264.1000061035156,255.1100006103516
392.8065,384.7756,379.3299865722656,375.2799987792969
637.212,624.76483,619.8499755859375,598.5700073242188
920.7699,903.19934,903.6500244140624,896.77001953125
2069.8682,2031.5365,2144.550048828125,2088.0
1192.0327,1169.5613,1160.27001953125,1141.0
289.8571,283.68536,278.4100036621094,274.239990234375
984.5396,965.81714,975.0,955.25
283.62738,277.56915,276.79998779296875,270.2900085449219
227.3792,222.33762,236.72000122070312,232.6199951171875
2000.2803,1963.2047,1988.8800048828125,1917.0
2046.0316,2008.1304,1956.489990234375,1889.2900390625
651.54785,638.84155,704.5499877929688,693.5
1444.112,1417.0857,1503.489990234375,1478.9200439453125
211.65953,206.90154,237.0,230.6000061035156
1846.524,1812.2272,1831.0899658203125,1802.219970703125
232.67558,227.53941,243.8500061035156,238.5500030517578
194.27924,189.83553,180.75,177.10000610351562
264.8471,259.1297,257.0,253.1999969482422
341.53064,334.42627,336.3299865722656,331.2799987792969
2000.0035,1962.9333,2098.530029296875,2038.0999755859373
1264.6285,1240.8455,1215.8699951171875,1204.6600341796875
177.7322,173.58876,179.32000732421875,176.0
337.4929,330.46133,299.989990234375,296.2900085449219
227.25157,222.21179,180.7400054931641,178.3699951171875
168.09262,164.12207,184.72000122070312,179.32000732421875
281.58453,275.5627,265.25,260.54998779296875
171.76227,167.72511,193.3600006103516,185.0500030517578
314.30115,307.68863,307.9200134277344,305.07000732421875
452.13373,443.03058,443.489990234375,435.05999755859375
790.3761,775.1615,760.5599975585938,754.739990234375
421.86923,413.3134,436.8999938964844,428.0
809.87646,794.3106,773.7899780273438,765.1900024414062
766.36224,751.58185,743.1300048828125,732.75
639.7346,627.2418,615.9500122070312,601.280029296875
276.57083,270.6395,269.3999938964844,264.0299987792969
454.05212,444.9144,432.2000122070313,425.6600036621094
159.8168,155.99548,151.9499969482422,147.35000610351562
187.25185,182.93468,188.94000244140625,184.9199981689453
348.98328,341.74448,321.3099975585937,316.95001220703125
346.36044,339.16827,323.5,317.6400146484375
381.89417,374.06003,403.760009765625,393.7999877929688
1991.8036,1954.8816,1997.7900390625,1973.1300048828125
1886.4613,1851.4427,1893.699951171875,1858.0
252.92307,247.41881,237.3999938964844,232.1100006103516
180.01482,175.82858,178.75,177.02000427246094
1854.7491,1820.3037,1800.97998046875,1777.0
192.90532,188.48618,216.2100067138672,207.42999267578125
1851.5344,1817.1471,1858.8800048828125,1831.27001953125
179.45421,175.27802,118.5,115.06999969482422
334.57196,327.593,304.3900146484375,288.0
340.39597,333.31158,334.6499938964844,331.75
1026.7411,1007.25604,1043.3299560546875,1032.47998046875
515.91925,505.6638,540.4400024414062,529.3599853515625
229.60754,224.52525,262.0,256.739990234375
1024.8824,1005.4313,992.7899780273438,968.1699829101562
354.17993,346.84735,367.5,358.2300109863281
1213.4976,1190.6383,1182.75,1169.3299560546875
1984.7689,1947.9744,1950.260009765625,1885.780029296875
120.6563,117.54614,125.44000244140624,123.18000030517578
387.32657,379.39453,398.6300048828125,391.2900085449219
301.71548,295.33014,308.79998779296875,305.69000244140625
276.10782,270.18515,259.25,254.6999969482422
2459.9634,2414.5828,2407.699951171875,2337.800048828125
1669.5781,1638.478,1621.7900390625,1600.1500244140625
165.21861,161.29953,126.8499984741211,120.5999984741211
1047.7028,1027.8389,1022.3099975585938,996.5499877929688
142.92274,139.40695,156.9499969482422,151.39999389648438
428.2193,419.54453,433.5299987792969,425.7999877929688
1004.18805,985.11066,995.989990234375,983.719970703125
240.37186,235.0966,258.95001220703125,251.02999877929688
1860.9205,1826.3634,1795.6500244140625,1757.219970703125
556.9624,545.96545,527.9199829101562,517.2000122070312
1833.1783,1799.1226,1766.5899658203125,1749.56005859375
1799.6835,1766.2327,1749.1199951171875,1713.8199462890625
283.7326,277.6724,265.8800048828125,262.0
224.4743,219.48492,228.3500061035156,223.7100067138672
1875.8059,1840.9801,1841.0,1811.27001953125
541.1664,530.45605,529.4400024414062,520.6099853515625
833.94635,817.94244,819.4199829101562,809.0
643.5459,630.9842,625.989990234375,612.239990234375
669.851,656.8141,702.5399780273438,688.760009765625
645.6458,633.04626,638.010009765625,620.7999877929688
148.54863,144.93248,169.75,166.5399932861328
1581.9276,1552.4115,1568.52001953125,1539.06005859375
227.93042,222.87842,269.7300109863281,262.6700134277344
383.09494,375.24,355.7300109863281,349.45001220703125
285.88782,279.7884,268.8800048828125,263.0199890136719
333.10416,326.15344,374.2999877929688,368.510009765625
365.1765,357.64346,380.4800109863281,376.1600036621094
601.63367,589.8295,614.7100219726562,605.530029296875
1923.0508,1887.3712,1888.4200439453125,1845.6400146484373
423.9542,415.36194,431.75,419.239990234375
275.43713,269.52676,262.0400085449219,255.72999572753903
521.9481,511.5836,118.5999984741211,114.87999725341795
1047.533,1027.6721,991.0499877929688,980.239990234375
1849.1434,1814.7992,1797.030029296875,1778.3499755859375
133.13185,129.79358,125.6999969482422,123.5
1834.1079,1800.0354,1746.4300537109375,1731.0
169.88075,165.8776,183.25,176.83999633789062
716.4037,702.5259,721.989990234375,711.1599731445312
572.6318,561.35175,565.25,552.52001953125
746.6067,732.18463,746.0999755859375,738.0
129.13855,125.87476,128.39999389648438,125.9000015258789
232.33932,227.20757,232.52999877929688,228.02999877929688
333.00616,326.05615,316.92999267578125,307.7200012207031
204.05789,199.43726,186.4900054931641,182.9100036621093
351.41827,344.13504,312.5799865722656,308.7900085449219
1523.1898,1494.7349,1448.780029296875,1424.8900146484375
642.04846,629.51385,603.239990234375,595.0
567.45123,556.26483,549.780029296875,539.5900268554688
286.4497,280.34055,276.67999267578125,269.989990234375
285.68884,279.593,269.1099853515625,262.95001220703125
236.9797,231.7651,234.3699951171875,231.0
192.37064,187.96202,179.47999572753906,175.5500030517578
1195.8765,1173.3354,1170.8699951171875,1160.27001953125
2000.6797,1963.5969,1894.989990234375,1847.43994140625
199.27693,194.74269,186.22000122070312,182.77999877929688
381.5451,373.71915,359.3399963378906,353.3500061035156
370.46954,362.84207,403.7200012207031,396.3699951171875
705.0111,691.3388,728.280029296875,715.5
1726.97,1694.8333,1665.6800537109375,1645.489990234375
369.82727,362.2112,394.739990234375,387.1199951171875
814.4364,798.7871,845.6699829101562,836.1199951171875
893.31995,876.2455,850.8900146484375,844.7999877929688
2487.1055,2441.2341,2433.0,2384.010009765625
184.7663,180.49419,187.6999969482422,183.77999877929688
1866.5823,1831.9232,1824.5,1797.31005859375
175.04504,170.94836,202.3600006103516,196.77999877929688
1859.8162,1825.279,1815.300048828125,1795.22998046875
550.74194,539.85724,532.5999755859375,508.1000061035156
201.74913,197.17033,212.97999572753903,207.75
312.8037,306.21814,289.5599975585937,283.4800109863281
179.06137,174.89221,180.75,170.25
350.37314,343.10867,362.8699951171875,354.5
730.7127,716.57635,718.4000244140625,712.719970703125
224.43658,219.44746,219.3500061035156,215.2100067138672
224.98988,219.99069,218.8699951171875,213.9600067138672
1851.8827,1817.4886,1852.43994140625,1815.75
805.85925,790.3652,818.2999877929688,804.0
1672.5508,1641.397,1635.0,1621.3499755859375
858.6306,842.1829,854.0900268554688,842.0499877929688
381.19858,373.37747,399.9200134277344,392.4500122070313
150.16931,146.52208,147.08999633789062,144.0
140.39072,136.92084,177.88999938964844,171.52999877929688
227.29616,222.25552,227.2899932861328,222.509994506836
282.63986,276.59943,267.3800048828125,264.0599975585937
783.1575,768.07355,753.3699951171875,738.030029296875
188.24619,183.91125,168.0800018310547,164.57000732421875
897.6767,880.5236,849.3699951171875,839.0499877929688
532.31244,521.7606,446.989990234375,437.4100036621094
1759.2898,1726.5687,1725.0,1692.47998046875
103.6505,100.85174,239.009994506836,225.88999938964844
1378.7418,1352.8971,1443.989990234375,1351.7900390625
315.30072,308.67014,293.67999267578125,284.3800048828125
255.07455,249.53195,261.25,257.0
1931.7573,1895.92,1903.68994140625,1860.0
351.33414,344.0528,336.7699890136719,332.7099914550781
784.01624,768.91846,777.5,760.0900268554688
1116.1499,1095.0492,1105.5799560546875,1050.550048828125
345.76312,338.58224,383.1099853515625,368.0799865722656
801.0656,785.6579,842.489990234375,828.260009765625
1889.9735,1854.8918,1919.4000244140625,1812.0
214.88278,210.06657,179.19000244140625,176.5
1723.8732,1691.7915,1689.43994140625,1673.010009765625
1836.5251,1802.4084,1905.0,1883.550048828125
1815.3401,1781.6067,1788.3399658203125,1760.27001953125
